Part,Positives,Negatives,Effects
Part_ATL_Body_C,装弹时间 -10%,,
Part_ATL_Foregrip_01,射速 +5%,,
Part_ATL_Foregrip_02,伤害 +5%,,
Part_ATL_Foregrip_03,"溅射伤害范围 +20%, 装弹时间 -5%",,
Part_ATL_Grip_01,"溅射伤害范围 +20%, 纵向后坐力 -15%",,
Part_ATL_Grip_02,"武器晃动 -30%, 射速 +5%",,
Part_ATL_Grip_03,"准心范围 -20%, 伤害 +5%",,
Part_ATL_Mag_Pod_01,8 弹匣,伤害 -10%,
Part_ATL_Mag_Pod_02,"3 弹匣, 伤害 +10%",,
Part_ATL_Mag_Pod_03,6 弹匣,,
Part_ATL_Marker_01,Marker Grenade,,
Part_ATL_Marker_02,Sticky Puck,,
Part_ATL_Marker_03,Sticky Darts,,
Part_ATL_Marker_Freeman,Sticky Darts,,
Part_ATL_Marker_RubysWrath,Marker Grenade,,
Part_ATL_Material_01_常见,皮肤,,
Part_ATL_Material_02_普通,皮肤,,
Part_ATL_Material_03_罕见,皮肤,,
Part_ATL_Material_04_非常罕见,皮肤,,
Part_ATL_Material_Freeman,皮肤,,
Part_ATL_Material_RubysWrath,皮肤,,
Part_ATL_Scope_01,2.2x,,
Part_ATL_Wire_01,子弹容量 +10%,,
Part_ATL_Wire_02,溅射伤害范围 +20%,,
Part_ATL_Wire_03,"准心范围扩散 -25%, 准心范围 -15%",,
Part_HW_COV_Barrel_01_A,伤害 +10%,,
Part_HW_COV_Barrel_01_B,伤害 +10%,,
Part_HW_COV_Barrel_01_C,每击增加热量 -25%,,
Part_HW_COV_Barrel_02,溅射伤害范围 +300,,
Part_HW_COV_Barrel_02_A,溅射伤害范围 +20%,,
Part_HW_COV_Barrel_02_B,"伤害 +10%, 近战伤害 +80%",,
Part_HW_COV_Barrel_02_C,溅射伤害范围 +20%,,
Part_HW_COV_Barrel_03,溅射伤害范围 +130,,
Part_HW_COV_Barrel_03_A,每次射击射弹数 +1,,
Part_HW_COV_Barrel_03_B,准心范围 -15%,,
Part_HW_COV_Barrel_03_C,"纵向后坐力 -25%, 射速 +10%",,
Part_HW_COV_Barrel_ETech,溅射伤害范围 +275,,
Part_HW_COV_Barrel_HotDrop,"溅射伤害范围 +300, 准心范围 -50%",,
Part_HW_COV_Barrel_PortaPooper,"溅射伤害范围 +400, 伤害 +45%",,
Part_HW_COV_Barrel_Terror,"溅射伤害范围 +420, 伤害 +25%",,
Part_HW_COV_Body,不可移除,,
Part_HW_COV_Body_A,每击增加热量 -25%,,
Part_HW_COV_Body_B,伤害 +10%,,
Part_HW_COV_Body_C,每击增加热量 -25%,,
Part_HW_COV_Engine_01,每击增加热量 -15%,,
Part_HW_COV_Engine_02,射速 +5%,,
Part_HW_COV_Engine_03,伤害 +5%,,
Part_HW_COV_Grip_01,"准心范围 -10%, 射速 +5%",,
Part_HW_COV_Grip_02,"溅射伤害范围 +20%, 每击增加热量 -15%",,
Part_HW_COV_Grip_03,伤害 +5%,,
Part_HW_COV_Starter_01,射速 +10%,,
Part_HW_COV_Starter_02,每击增加热量 -25%,,
Part_HW_COV_Starter_03,伤害 +10%,,
Part_HW_COV_Tail_01,准心范围 -20%,,
Part_HW_COV_Tail_02,"纵向后坐力 -15%, 伤害 +5%",,
Part_HW_COV_Tail_03,每击增加热量 +75%,,
Part_HW_COV_Tail_04,射速 +5%,,
Part_HW_COV_Tail_05,"溅射伤害范围 +20%, 每击增加热量 -15%",,
Part_HW_COV_Tail_06,"元素伤害 +10%, 元素触发几率 +10%",,
Part_HW_TOR_Barrel_01_A,伤害 +10%,,
Part_HW_TOR_Barrel_01_B,子弹速度 +30%,,
Part_HW_TOR_Barrel_01_C,伤害 +10%,,
Part_HW_TOR_Barrel_02,溅射伤害范围 +420,,
Part_HW_TOR_Barrel_02_A,子弹速度 +30%,,
Part_HW_TOR_Barrel_02_B,射速 +10%,,
Part_HW_TOR_Barrel_02_C,溅射伤害范围 +20%,,
Part_HW_TOR_Barrel_03,溅射伤害范围 +495,,
Part_HW_TOR_Barrel_03_A,子弹速度 +30%,,
Part_HW_TOR_Barrel_03_B,射速 +10%,,
Part_HW_TOR_Barrel_03_C,射速 +10%,,
Part_HW_TOR_Barrel_BurgerCannon,"横向后坐力幅度 -55%, 溅射伤害范围 +130, 子弹容量 +6, 纵向后坐力 -55%","准心范围 +300%, 伤害 -40%, 元素触发几率 -50%",
Part_HW_TOR_Barrel_ETech,"溅射伤害范围 +300, 装弹时间 +25%",,
Part_HW_TOR_Barrel_ETech_A,"元素伤害 +10%, 元素触发几率 +15%",,
Part_HW_TOR_Barrel_Hive,"溅射伤害范围 +300, 子弹容量 +3, 伤害 +75%",装弹时间 +45%,
Part_HW_TOR_Barrel_RYNO,"溅射伤害范围 +300, 伤害 +60%, 装弹时间 -20%",准心范围 +70%,
Part_HW_TOR_Barrel_Rampager,"溅射伤害范围 +450, 子弹容量 +6","伤害 -20%, 准心范围 +70%",
Part_HW_TOR_Barrel_Swarm,"溅射伤害范围 +200, 准心范围 -30%",,
Part_HW_TOR_Barrel_Tunguska,"子弹容量 +2, 溅射伤害范围 +50, 准心范围 -30%",伤害 -75%,
Part_HW_TOR_Body,不可移除,,
Part_HW_TOR_Body_A,子弹速度 +30%,,
Part_HW_TOR_Body_B,伤害 +10%,,
Part_HW_TOR_Grip_01,装弹时间 -5%,,
Part_HW_TOR_Grip_02,射速 +5%,,
Part_HW_TOR_Grip_03,伤害 +5%,,
Part_HW_TOR_Mag_01,3 弹匣,,
Part_HW_TOR_Mag_02,4 弹匣,,
Part_HW_TOR_Mag_03,2 弹匣,,
Part_HW_TOR_Material_01_常见,皮肤,,
Part_HW_TOR_Material_02_普通,皮肤,,
Part_HW_TOR_Material_03_罕见,皮肤,,
Part_HW_TOR_Material_04_非常罕见,皮肤,,
Part_HW_TOR_Material_BurgerCannon,皮肤,,
Part_HW_TOR_Material_Hive,皮肤,,
Part_HW_TOR_Material_Marcus,皮肤,,
Part_HW_TOR_Material_RYNO,皮肤,,
Part_HW_TOR_Material_Rampager,皮肤,,
Part_HW_TOR_Material_Swarm,皮肤,,
Part_HW_TOR_Material_Tunguska,皮肤,,
Part_HW_TOR_Scope_03,1.5x,,
Part_HW_TOR_Tail_01,装弹时间 -5%,,
Part_HW_TOR_Tail_01_A,子弹容量 +1,,
Part_HW_TOR_Tail_01_B,子弹容量 +1,,
Part_HW_TOR_Tail_02,射速 +5%,,
Part_HW_TOR_Tail_02_A,元素伤害 +10%,,
Part_HW_TOR_Tail_02_B,溅射伤害范围 +20%,,
Part_HW_TOR_Tail_03,伤害 +5%,,
Part_HW_TOR_Tail_03_A,每次射击射弹数 +1,准心范围 +25%,
Part_HW_TOR_Tail_03_B,伤害 +5%,,
Part_HW_VLA_Barrel_01,溅射伤害范围 +143,,
Part_HW_VLA_Barrel_01_A,子弹速度 +30%,,
Part_HW_VLA_Barrel_01_B,伤害 +10%,,
Part_HW_VLA_Barrel_01_C,伤害 +10%,,
Part_HW_VLA_Barrel_02_A,射速 +10%,,
Part_HW_VLA_Barrel_02_B,装弹时间 -10%,,
Part_HW_VLA_Barrel_02_C,射速 +10%,,
Part_HW_VLA_Barrel_03,溅射伤害范围 +195,,
Part_HW_VLA_Barrel_03_A,溅射伤害范围 +20%,,
Part_HW_VLA_Barrel_03_B,溅射伤害范围 +20%,,
Part_HW_VLA_Barrel_03_C,准心范围 -15%,,
Part_HW_VLA_Barrel_CloudBurst,"子弹容量 +8, 溅射伤害范围 +300, 元素触发几率 +30%",伤害 -30%,
Part_HW_VLA_Barrel_ETech_A,"元素触发几率 +15%, 子弹容量 +10%",,
Part_HW_VLA_Barrel_Mongol,"溅射伤害范围 +175, 伤害 +60%, 子弹容量 +8",纵向后坐力 +45%,
Part_HW_VLA_Body,不可移除,,
Part_HW_VLA_Body_A,溅射伤害范围 +20%,,
Part_HW_VLA_Body_B,伤害 +10%,,
Part_HW_VLA_Body_C,射速 +10%,,
Part_HW_VLA_Grip_01,"装弹时间 -5%, +1 Proj",,
Part_HW_VLA_Grip_02,"子弹速度 +15%, 射速 +5%",,
Part_HW_VLA_Grip_03,"准心范围 -10%, 伤害 +5%",,
Part_HW_VLA_Mag_01,"6 弹匣, 伤害 +10%",,
Part_HW_VLA_Mag_02,10 弹匣,,
Part_HW_VLA_Mag_03,16 弹匣,伤害 -10%,
Part_HW_VLA_Material_01_常见,皮肤,,
Part_HW_VLA_Material_02_普通,皮肤,,
Part_HW_VLA_Material_03_罕见,皮肤,,
Part_HW_VLA_Material_04_非常罕见,皮肤,,
Part_HW_VLA_Material_CloudBurst,皮肤,,
Part_HW_VLA_Material_Mongol,皮肤,,
Part_HW_VLA_Shoulder_01,"子弹容量 +2, 子弹速度 +15%",,
Part_HW_VLA_Shoulder_02,"装弹时间 -5%, 射速 +5%",,
Part_HW_VLA_Shoulder_03,"溅射伤害范围 +20%, 准心范围 -20%",,
Part_HW_VLA_Tail_01,"子弹容量 +2, 射速 +5%",,
Part_HW_VLA_Tail_02,"子弹速度 +15%, 装弹时间 -5%",,
Part_HW_VLA_Tail_03,"准心范围 -20%, 伤害 +5%",,
Part_HW_VLA_Tail_04,"溅射伤害范围 +20%, 纵向后坐力 -30%",,
Part_HW_VLA_Underbarrel_01,"两发火箭齐射",,
Part_HW_VLA_Underbarrel_02,"发射一个大火箭",,
Part_HW_VLA_Underbarrel_03,"武器下挂四发迫击炮",,
Part_PS_ATL_Barrel_DoubleTap,"子弹容量 +10, 伤害 +450%",装弹时间 +50%,
Part_PS_COV_Barrel_Gargoyle,伤害 +150%,"子弹速度 -50%, 每击增加热量 +100%",
Part_PS_COV_Barrel_Hydrafrost,伤害 +30%,准心范围 +100%,
Part_PS_COV_Barrel_司凯希斯,伤害 +15%,,
Part_PS_COV_Barrel_Tizzy,"纵向后坐力 -90%, 射速 +50%, 横向后坐力幅度 -90%, 准心范围 -50%, 伤害 +100%",每击增加热量 +250%,
Part_Dal_PS_AAA,"元素触发几率 +400%, 准心范围扩散 -15%, 纵向后坐力 -100%",伤害 -10%,
Part_Dal_PS_Barrel_Kaleidoscope,伤害 +10%,,
Part_Dal_PS_Barrel_PrivateInvestigator,伤害 +25%,,
Part_PS_JAK_Barrel_BiteSize,"溅射伤害范围 +100, 伤害 +20%",,
Part_PS_JAK_Barrel_Rose,"横向后坐力幅度 -33.3%, 纵向后坐力 -33.3%, 伤害 +50%",,
Part_PS_JAK_Barrel_02_LittleYeeti,"每次射击射弹数 +1, 伤害 +100%",装弹时间 +25%,
Part_PS_JAK_Barrel_Love连接,"暴击伤害 +200%, 准心范围扩散 -50%",伤害 -25%,
Part_PS_JAK_Barrel_Love连接_Legendary,"暴击伤害 +250%, 准心范围扩散 -50%",伤害 -50%,
Part_PS_JAK_Barrel_Lucky7,子弹容量 +5,"装弹时间 +25%, 伤害 -30%",
Part_PS_JAK_Barrel_Peashooter,装弹时间 -50%,,
Part_PS_JAK_Barrel_QuickDraw,"纵向后坐力 -80%, 伤害 +25%",装弹时间 +50%,
Part_PS_JAK_Barrel_SeventhGhost,"元素触发几率 +100%, 准心范围 -50%, 伤害 +150%","纵向后坐力 +50%, 装弹时间 +20%",
Part_PS_JAK_Barrel_SeventhSense,伤害 +200%,,
Part_PS_JAK_Barrel_Trickshot,"准心范围扩散 -90%, 准心范围 -75%, 纵向后坐力 -75%, 伤害 +200%",装弹时间 +100%,
Part_PS_MAL_Barrel_BubbleBlaster,溅射伤害范围 +50,,
Part_PS_MAL_Barrel_FrozenDevil,元素伤害 +300%,伤害 -75%,
Part_PS_MAL_Barrel_GreaseTrap,"溅射伤害范围 +100, 伤害 +50%",,
Part_PS_MAL_Barrel_IcePick,溅射伤害范围 +60,,
Part_PS_TOR_Barrel_Craps,伤害 +120%,准心范围 +80%,
Part_PS_TOR_Barrel_Voice_Epic,"横向后坐力幅度 -50%, 纵向后坐力 -50%, 伤害 +95%",,
Part_PS_TOR_Barrel_HandCannon,"准心范围 -30%, 暴击伤害 +70%, 伤害 +125%","准心范围扩散 +100%, 溅射伤害范围 -100%, 纵向后坐力 +100%",
Part_PS_TOR_Barrel_Voice,"横向后坐力幅度 -50%, 纵向后坐力 -50%, 伤害 +30%",,
Part_PS_TOR_Barrel_UnkemptHarold,"伤害 +100%, 子弹容量 +16",,
Part_PS_VLA_Barrel_Firefly,"准心范围 -50%, 伤害 +250%",,
Part_PS_VLA_Barrel_Lasocannon,"横向后坐力幅度 -100%, 纵向后坐力 -100%, 武器晃动 -100%, 准心范围扩散 -100%, 伤害 +100%",武器晃动 -100%,
Part_PS_VLA_Barrel_Miscreant,伤害 +130%,准心范围 +20%,
Part_SM_DAL_Barrel_AshenBeast,"伤害 +75%, 子弹容量 +50%",,
Part_SM_DAL_Barrel_Boomer,"溅射伤害范围 +75%, 伤害 +100%",,
Part_SM_DAL_Barrel_CraderMP5,伤害 +80%,,
Part_SM_DAL_Barrel_卡奥斯on,"溅射伤害范围 +90, 伤害 +125%","暴击伤害 -30%, 准心范围扩散 +200%",
Part_SM_DAL_Barrel_Torrent,"纵向后坐力 -75%, 伤害 +270%, 横向后坐力幅度 -50%",,
Part_SM_DAL_Barrel_Vanquisher,伤害 +40%,,
Part_SM_HYP_Barrel_GoldRush,"装弹时间 -30%, 伤害 +200%, 子弹容量 +37",,
Part_SM_HYP_Barrel_Oldridian,伤害 +50%,,
Part_SM_HYP_Barrel_02_Pricker,装弹时间 -25%,,
Part_SM_HYP_Barrel_Copybeast,伤害 +80%,,
Part_SM_HYP_Barrel_Fork2,伤害 +160%,,
Part_SM_HYP_Barrel_ShortStick,"暴击伤害 +7.5%, 装弹时间 -26%","Shield Capacity -20%, 伤害 -39%",
Part_SM_HYP_Barrel_Smog,伤害 +250%,,
Part_SM_HYP_Barrel_Troubleshooter,伤害 +200%,,
Part_SM_MAL_Barrel_CloudKill,伤害 +82.5%,,
Part_SM_MAL_Barrel_DNA,"溅射伤害范围 +5, 伤害 +950%, 装弹时间 -50%, 子弹容量 +50%",准心范围 +60%,
Part_SM_MAL_Barrel_DestructoSpin,伤害 +100%,,
Part_SM_MAL_Barrel_Flipper,"溅射伤害范围 +5, 伤害 +60%",,
Part_SM_MAL_Barrel_Link,,伤害 -40%,
Part_SM_MAL_Barrel_PlasmaCoil,"装弹时间 -30%, 射速 +150%, 横向后坐力幅度 -75%, 准心范围 -75%, 纵向后坐力 -75%, 伤害 +1900%",,
Part_SM_MAL_Barrel_SFForce,"横向后坐力幅度 -75%, 纵向后坐力 -75%, 伤害 +600%",,
Part_SM_MAL_Barrel_01_PolyAim,伤害 +50%,,
Part_SM_TED_Barrel_DarkArmy,"纵向后坐力 -67%, 伤害 +70%",,
Part_SM_TED_Barrel_Earthbound,伤害 +200%,,
Part_SM_TED_Barrel_NeedleGun,子弹容量 +10,伤害 -25%,
Part_SM_TED_Barrel_PatMk3,伤害 +100%,,
Part_AR_ATL_Barrel_OPQ,伤害 +80%,,
Part_AR_COV_Barrel_Trash,"元素伤害 +70%, 每击增加热量 -15%, 伤害 +2.5%",,
Part_AR_COV_Barrel_PewPew,"每击增加热量 -33.3%, 伤害 +110%",,
Part_AR_COV_Barrel_Sawhorse,伤害 +100%,,
Part_AR_COV_Barrel_Sawhorse_Epic,伤害 +100%,,
Part_AR_COV_Barrel_Homicidal,伤害 +40%,,
Part_AR_COV_Barrel_SparkyBoom,装弹时间 -25%,,
Part_DAL_AR_Barrel_Soulrender,伤害 +70%,,
Part_AR_JAK_Barrel_01_Clairvoyance,伤害 +150%,,
Part_AR_JAK_Barrel_CoolBeans,子弹容量 +20,,
Part_AR_JAK_Barrel_Mutant,"子弹容量 +15, 准心范围 -90%, 武器晃动 -100%, 伤害 +75%",武器晃动 -100%,
Part_AR_JAK_Barrel_Stonethrow,伤害 +60%,,
Part_AR_TOR_Barrel_Hotfoot,"元素触发几率 +50%, 伤害 +100%, 子弹容量 +25%",,
Part_AR_TOR_Barrel_LaserSploder,伤害 +120%,,
Part_AR_TOR_Barrel_LovableRogue_Epic,"横向后坐力幅度 -50%, 纵向后坐力 -50%, 伤害 +140%",,
Part_AR_TOR_Barrel_LovableRogue_Ali,"横向后坐力幅度 -50%, 纵向后坐力 -50%, 伤害 +140%",,
Part_AR_VLA_Barrel_Monarch,伤害 +60%,准心范围 -125%,
Part_AR_VLA_Barrel_WebSlinger,伤害 +850%,,
Part_SG_Hyp_Barrel_Convergence,"装弹时间 -23.1%, 伤害 +80%",,
Part_SG_Hyp_Barrel_ETECH_Fearmonger,"溅射伤害范围 +100, 子弹容量 +40%, 伤害 +40%",,
Part_SG_Hyp_Barrel_Firecracker,伤害 +300%,,
Part_SG_Hyp_Barrel_Guardian,"装弹时间 -25%, 每次射击射弹数 +9",射速 -67%,
Part_SG_Hyp_Barrel_HeartBreaker,"准心范围 -25%, 伤害 +200%",准心范围扩散 +100%,
Part_SG_Hyp_Barrel_IceBurger,"溅射伤害范围 +200, 准心范围 -25%, 横向后坐力幅度 -35%, 纵向后坐力 -35%, 伤害 +250%",,
Part_SG_Hyp_Barrel_MeltFacer,纵向后坐力 -10%,准心范围 +15%,
Part_SG_Hyp_Barrel_Reflux,伤害 +130%,"纵向后坐力 -10%, 准心范围 +25%",
Part_SG_Hyp_Barrel_Convergence_Epic,"装弹时间 -23.1%, 伤害 +80%",,
Part_SG_Hyp_Barrel_SlowHand,"溅射伤害范围 +280, 元素触发几率 +25%, 纵向后坐力 -15%, 子弹容量 +25%, 伤害 +50%",,
Part_SG_JAK_Barrel_Dakota,"每次射击射弹数 +7, 子弹容量 +1",,
Part_SG_Barrel_SpeakEasy,"每次射击射弹数 +9, 弹匣容量 +12",,
Part_SG_JAK_Barrel_Splinter,每次射击射弹数 +7,,
Part_SG_JAK_Barrel_TheCure,"每次射击射弹数 +9, 伤害 +40%",,
Part_SG_JAK_Trigger_Fakobs,每次射击射弹数 +7,,
Part_SG_MAL_Barrel_BlindBandit_Epic,"伤害 +125%, 武器晃动 -20%",武器晃动 -20%,
Part_SG_MAL_Barrel_BlindBandit,"伤害 +125%, 武器晃动 -20%",武器晃动 -20%,
Part_SG_MAL_Barrel_Antler,"溅射伤害范围 +210, 伤害 +20%, 子弹容量 +50%",准心范围 +50%,
Part_SG_MAL_Barrel_Frequency,"纵向后坐力 -50%, 武器晃动 -20%",武器晃动 -20%,
Part_SG_MAL_Barrel_Insider,"溅射伤害范围 +210, 伤害 +30%, 子弹容量 +50%",,
Part_SG_MAL_Barrel_TheNothing,"伤害 +400%, 武器晃动 -20%","准心范围 +25%, 武器晃动 -20%",
Part_SG_TED_Barrel_Brightside,伤害 +60%,,
Part_SG_TED_Barrel_Omen,"每次射击射弹数 +8, 伤害 +50%",,
Part_SG_TED_Barrel_SacrificialLamb,"每次射击射弹数 +6, 伤害 +25%",,
Part_SG_Torgue_Barrel_ETech_Shocker,伤害 +25%,,
Part_SG_TOR_Barrel_Boring,"溅射伤害范围 +30%, 准心范围 -10%",装弹时间 +25%,
Part_HW_ATL_Barrel_Plumage,"溅射伤害范围 +163, 伤害 +120%",,
Part_HW_COV_Barrel_Globetrotter,"溅射伤害范围 +275, 伤害 +50%",,
Part_HW_COV_Barrel_Mechanic,"溅射伤害范围 +130, 伤害 +100%",,
Part_HW_COV_Barrel_BanditoLauncher_Epic,"溅射伤害范围 +300, 伤害 +140%",每击增加热量 +100%,
Part_HW_COV_Barrel_BanditoLauncher,"溅射伤害范围 +300, 伤害 +200%",每击增加热量 +33%,
Part_HW_COV_Barrel_ETech_YellowCake,"溅射伤害范围 +275, 伤害 +75%",,
Part_HW_TOR_Barrel_Creamer,溅射伤害范围 +500,,
Part_HW_TOR_Barrel_ETech_Plague,"溅射伤害范围 +200, 准心范围 -30%, 伤害 +10%",,
Part_HW_TOR_Barrel_Satisfaction,"溅射伤害范围 +420, 伤害 +150%",准心范围 +50%,
Part_HW_VLA_Barrel_ETech_BackBurner,"子弹容量 +6, 伤害 +100%",,
Part_HW_VLA_Barrel_IonCannon,"溅射伤害范围 +195, 伤害 +400%",装弹时间 +30%,
Part_HW_VLA_Barrel_ETech_Kickcharger,"装弹时间 -25%, 伤害 +300%",,
Part_SR_DAL_Barrel_AutoAime,伤害 +60%,,
Part_SR_DAL_Barrel_SandHawk,"装弹时间 -25%, 伤害 +50%, 每次射击射弹数 +7, 子弹容量 +10",准心范围 +500%,
Part_SR_HYP_Barrel_Narp,弹匣容量 +25%,,
Part_SR_JAK_Barrel_Disruptor,"纵向后坐力 -50%, 伤害 +200%, 装弹时间 -25%, 准心范围 -30%, 横向后坐力幅度 -50%, 准心范围扩散 -30%, 子弹容量 +50%",,
Part_MAL_SR_Barrel_BinaryOperator,伤害 +0%,"伤害 +0%, 弹道速度 -50%",
Part_SR_VLA_Barrel_Boogeyman,"准心范围 -90%, 横向后坐力幅度 -60%, 伤害 +70%, 子弹容量 +12, 溅射伤害范围 +100, 武器晃动 -90%, 准心范围扩散 -75%, 纵向后坐力 -75%",武器晃动 -90%,
Part_SR_VLA_Barrel_Septimator_Epic,"子弹容量 +21, 伤害 +100%",,
Part_SR_VLA_Barrel_Septimator,"子弹容量 +21, 伤害 +100%",,
